age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,height_m,BMI,BP_Category,fitness_score
57,F,160.1,43.7,18.4,62.0,127.0,25.2,20.8,16.0,144.0,B,1.601,17.04899459699025,Elevated,0.29741379310344823
57,F,163.9,62.1,30.1,93.0,149.0,25.3,-3.0,19.0,130.0,D,1.639,23.11711817016656,Hypertension Stage 2,0.23247126436781615
28,F,157.1,52.1,25.2,73.0,116.0,22.6,14.7,41.0,167.0,B,1.571,21.109860006377527,Normal,0.4083333333333334
21,F,164.0,59.1,25.8,71.0,114.0,28.8,24.5,57.0,190.0,A,1.64,21.973527662105894,Normal,0.5364942528735632
26,F,170.0,62.98,28.7,66.0,121.0,34.6,24.5,48.0,189.0,A,1.7,21.792387543252598,Elevated,0.5160919540229886
49,F,158.0,52.4,30.2,60.0,110.0,25.8,15.1,22.0,116.0,C,1.58,20.990225925332474,Normal,0.20201149425287362
50,M,172.5,74.2,27.2,88.0,143.0,41.3,8.0,31.0,179.0,C,1.725,24.935937828187352,Hypertension Stage 1,0.4620689655172414
26,M,170.4,66.9,17.2,78.0,122.0,39.1,9.1,42.0,199.0,C,1.704,23.040236725517428,Elevated,0.5735632183908047
26,M,165.3,63.5,24.3,72.0,125.0,40.1,14.8,51.0,238.0,C,1.653,23.239566258199265,Elevated,0.6939655172413793
29,M,167.7,67.8,22.4,71.0,125.0,41.9,11.6,55.0,174.0,C,1.6769999999999998,24.108132441119093,Elevated,0.5321839080459769
41,F,160.8,56.9,31.3,79.0,129.0,30.1,18.9,33.0,169.0,A,1.608,22.005952822949922,Elevated,0.39511494252873564
55,F,158.2,64.4,38.8,80.0,116.0,25.1,23.3,5.0,132.0,D,1.5819999999999999,25.73196245371044,Hypertension Stage 1,0.1724137931034483
63,F,148.2,51.96,38.8,68.0,118.0,20.2,13.2,2.0,98.0,D,1.482,23.6577117037377,Normal,0.05201149425287359
37,M,172.5,70.3,18.3,81.0,141.0,41.0,20.4,41.0,220.0,B,1.725,23.625288804872923,Hypertension Stage 1,0.6333333333333333
22,M,173.2,73.7,20.5,71.0,135.0,37.1,7.3,44.0,209.0,C,1.732,24.56810799566908,Hypertension Stage 1,0.5928160919540231
28,M,178.9,71.4,26.6,85.0,130.0,55.3,19.1,45.0,211.0,B,1.7890000000000001,22.30886783745521,Hypertension Stage 1,0.636206896551724
27,M,182.1,82.6,18.8,97.0,154.0,47.8,18.9,53.0,260.0,C,1.821,24.90922156873211,Hypertension Stage 2,0.8008620689655173
26,M,172.4,74.02,19.9,76.0,129.0,45.6,22.2,55.0,230.0,A,1.724,24.9043125306173,Elevated,0.7109195402298851
21,M,170.1,81.0,37.2,79.0,151.0,39.0,-1.0,47.0,160.0,D,1.7009999999999998,27.99473698944599,Hypertension Stage 2,0.41810344827586204
38,F,159.6,49.5,27.6,51.0,106.0,20.7,17.5,25.0,125.0,C,1.5959999999999999,19.432980948612133,Normal,0.2293103448275862
30,F,168.3,60.5,19.8,73.0,112.0,32.1,19.6,44.0,198.0,A,1.683,21.359306249733006,Normal,0.5488505747126436
55,F,153.5,50.78,33.7,63.0,136.0,28.4,22.5,10.0,160.0,C,1.535,21.551422296257787,Hypertension Stage 1,0.29137931034482756
62,F,154.3,53.3,30.7,74.0,113.0,23.4,19.8,28.0,132.0,A,1.5430000000000001,22.38697204232607,Normal,0.256896551724138
23,M,178.6,77.0,25.2,84.0,150.0,32.7,10.5,53.0,238.0,C,1.786,24.13947475010941,Hypertension Stage 1,0.6758620689655173
21,F,161.8,62.28,28.6,83.0,140.0,30.0,34.5,49.0,171.0,A,1.618,23.789842638670944,Hypertension Stage 1,0.45431034482758625
42,M,184.7,91.6,27.3,90.0,151.0,44.6,13.1,44.0,208.0,B,1.847,26.851075318145668,Hypertension Stage 2,0.5919540229885057
21,M,172.9,76.4,26.0,70.0,122.0,31.0,14.5,50.0,220.0,D,1.729,25.556617441187164,Elevated,0.6083333333333333
29,M,173.0,72.1,11.8,76.0,118.0,51.4,23.4,61.0,250.0,A,1.73,24.09034715493334,Normal,0.825574712643678
22,F,163.8,75.1,32.9,74.0,126.0,35.2,16.0,27.0,173.0,D,1.6380000000000001,27.99059575616352,Elevated,0.3994252873563218
21,F,160.9,48.04,18.4,69.0,102.0,25.0,21.5,42.0,170.0,A,1.609,18.55627972085237,Normal,0.44626436781609197
26,F,160.0,46.86,21.3,72.0,108.0,22.8,26.9,48.0,173.0,A,1.6,18.304687499999996,Normal,0.45747126436781604
54,F,159.6,48.38,27.5,67.0,113.0,21.1,14.4,13.0,146.0,C,1.5959999999999999,18.99328521805768,Normal,0.2566091954022988
25,M,179.6,82.88,16.1,73.0,126.0,51.1,10.8,51.0,232.0,B,1.796,25.694316992475233,Elevated,0.7318965517241379
26,M,167.0,65.7,19.1,80.0,135.0,44.9,21.8,43.0,223.0,C,1.67,23.55767506902363,Hypertension Stage 1,0.6566091954022987
53,M,174.0,87.3,23.6,92.0,151.0,41.5,14.7,51.0,183.0,D,1.74,28.834720570749106,Hypertension Stage 2,0.5419540229885058
44,M,170.8,73.5,23.1,91.0,138.0,45.8,11.6,35.0,204.0,C,1.7080000000000002,25.19484009674818,Hypertension Stage 1,0.5701149425287355
21,M,181.9,63.4,13.5,69.0,118.0,39.5,6.2,35.0,230.0,D,1.819,19.16125099395212,Normal,0.6543103448275862
22,M,171.6,78.0,19.5,75.0,152.0,43.0,8.9,44.0,190.0,C,1.716,26.488662852299218,Hypertension Stage 2,0.5580459770114942
24,F,167.0,59.3,24.7,56.0,125.0,27.9,29.3,46.0,177.0,A,1.67,21.26286349456775,Elevated,0.46810344827586214
24,M,171.8,71.7,19.8,60.0,129.0,38.4,8.4,63.0,227.0,C,1.7180000000000002,24.292534975151817,Elevated,0.7048850574712643
48,M,176.7,80.6,22.2,78.0,117.0,43.8,12.7,45.0,222.0,B,1.767,25.814394503519694,Normal,0.6474137931034483
34,M,153.1,70.2,35.3,73.0,126.0,25.4,13.0,39.0,108.0,D,1.531,29.949303764013145,Elevated,0.21206896551724144
61,M,167.7,67.7,25.1,69.0,149.0,36.2,8.1,29.0,200.0,B,1.6769999999999998,24.072574723654316,Hypertension Stage 2,0.5080459770114942
44,M,176.1,74.4,21.7,76.0,123.0,49.4,16.9,47.0,225.0,A,1.761,23.991324427521537,Elevated,0.6793103448275861
57,F,151.8,40.3,18.4,64.0,113.0,24.2,13.6,33.0,160.0,C,1.518,17.488860073496607,Normal,0.38936781609195403
37,M,177.9,78.3,12.3,78.0,127.0,61.2,14.6,57.0,217.0,A,1.7790000000000001,24.740579384556757,Elevated,0.7459770114942528
37,M,165.4,64.9,20.3,89.0,129.0,41.8,19.1,54.0,246.0,A,1.6540000000000001,23.723222732184187,Hypertension Stage 1,0.7419540229885058
61,M,168.6,78.3,29.3,86.0,148.0,50.9,14.9,27.0,161.0,B,1.686,27.54524385456111,Hypertension Stage 1,0.42040229885057473
38,M,171.0,74.7,21.1,89.0,139.0,47.5,22.8,48.0,227.0,A,1.71,25.546321945213915,Hypertension Stage 1,0.6841954022988505
56,F,157.6,58.1,32.0,75.0,156.0,24.9,17.0,22.0,132.0,B,1.5759999999999998,23.391803447653903,Hypertension Stage 2,0.24022988505747128
48,M,165.0,59.3,28.7,90.0,128.0,32.0,23.0,40.0,185.0,B,1.65,21.781450872359965,Hypertension Stage 2,0.47413793103448276
27,M,172.2,71.28,22.8,63.0,112.0,44.0,11.8,54.0,226.0,B,1.722,24.03816969976569,Normal,0.6836206896551723
25,F,169.0,55.7,19.4,74.0,115.0,23.5,18.8,42.0,183.0,A,1.69,19.50211827316971,Normal,0.47643678160919545
49,M,173.7,76.2,19.6,93.0,142.0,45.0,11.8,46.0,224.0,C,1.7369999999999999,25.255462985334933,Hypertension Stage 2,0.6669540229885057
26,F,163.8,74.1,35.4,75.0,134.0,33.2,23.6,37.0,152.0,B,1.6380000000000001,27.617884760741898,Hypertension Stage 1,0.3548850574712643
56,F,152.3,61.3,25.8,51.0,123.0,25.4,24.5,16.0,122.0,B,1.5230000000000001,26.42777908790965,Elevated,0.21350574712643677
24,M,175.9,75.4,21.8,79.0,135.0,43.5,1.4,54.0,222.0,D,1.7590000000000001,24.369109923108024,Hypertension Stage 1,0.6735632183908046
23,F,155.2,49.6,23.8,72.0,119.0,23.2,28.5,55.0,191.0,A,1.5519999999999998,20.591986396003833,Normal,0.5232758620689654
60,M,168.5,79.1,32.4,83.0,156.0,36.8,1.7,21.0,171.0,D,1.685,27.85971523919379,Hypertension Stage 1,0.38247126436781614
24,M,180.1,71.9,11.0,85.0,140.0,51.2,23.1,56.0,250.0,A,1.801,22.16672149256336,Hypertension Stage 1,0.8129310344827586
46,M,175.7,65.2,14.2,76.0,112.0,34.1,1.3,33.0,179.0,D,1.757,21.12049403815748,Normal,0.48448275862068974
64,M,165.1,67.8,24.2,99.0,152.0,34.7,17.1,19.0,196.0,C,1.651,24.873422527910144,Hypertension Stage 2,0.4660919540229885
34,F,161.9,57.3,31.7,66.0,103.0,21.8,24.8,37.0,158.0,C,1.619,21.86054195068521,Normal,0.3500000000000001
40,M,177.3,85.0,21.4,93.0,144.0,38.0,3.4,37.0,171.0,D,1.7730000000000001,27.039674200556124,Hypertension Stage 2,0.46350574712643683
28,F,159.2,68.7,26.22377,82.0,138.0,26.9,27.5,43.0,194.0,A,1.5919999999999999,27.106323072649687,Hypertension Stage 1,0.501081120689655
24,F,164.7,62.4,38.5,64.0,107.0,22.2,20.0,22.0,150.0,D,1.6469999999999998,23.003683907264193,Normal,0.2655172413793103
26,M,158.8,56.8,19.4,77.0,119.0,42.8,15.1,55.0,225.0,A,1.588,22.52409443623143,Normal,0.6899425287356322
58,F,162.6,71.3,40.5,93.0,148.0,24.8,4.5,23.0,103.0,D,1.626,26.967981856940344,Hypertension Stage 2,0.13505747126436785
26,M,181.7,65.68,12.4,80.0,120.0,38.9,4.2,48.0,198.0,D,1.817,19.894053864786468,Hypertension Stage 1,0.6011494252873563
40,M,167.9,68.2,18.7,80.0,137.0,37.2,13.8,53.0,212.0,C,1.679,24.192624371195734,Hypertension Stage 1,0.6327586206896552
27,F,161.4,65.5,30.9,78.0,122.0,43.5,27.4,60.0,227.0,A,1.614,25.143992543558607,Elevated,0.6790229885057472
61,M,177.7,71.4,22.0,79.0,140.0,43.0,14.6,20.0,180.0,C,1.777,22.61118671044919,Hypertension Stage 2,0.45316091954022986
25,M,175.3,63.4,13.9,69.0,106.0,41.7,11.0,48.0,220.0,B,1.7530000000000001,20.63124449033504,Normal,0.6681034482758621
26,M,180.2,79.1,20.0,68.0,120.0,46.1,15.5,51.0,225.0,B,1.8019999999999998,24.359418133261723,Elevated,0.6862068965517242
48,F,160.0,57.34,32.4,77.0,139.0,23.0,18.9,20.0,140.0,C,1.6,22.398437499999996,Hypertension Stage 1,0.2508620689655172
61,M,170.5,76.5,26.0,82.0,156.0,40.5,14.9,35.0,180.0,B,1.705,26.315563161651514,Hypertension Stage 1,0.4775862068965517
23,M,174.2,75.5,17.0,67.0,103.0,50.7,13.4,57.0,224.0,C,1.742,24.880015712306612,Normal,0.7224137931034482
61,M,167.6,67.46,24.1,73.0,135.0,38.0,7.9,33.0,186.0,B,1.676,24.015869128109316,Hypertension Stage 1,0.4873563218390805
21,F,160.3,52.0,22.7,86.0,129.0,27.5,20.6,51.0,183.0,A,1.6030000000000002,20.23654182406739,Hypertension Stage 1,0.5043103448275862
37,F,162.8,53.0,18.4,74.0,116.0,28.5,22.8,51.0,193.0,B,1.6280000000000001,19.997102306684614,Normal,0.5482758620689655
49,F,154.9,67.3,39.5,92.0,159.0,26.7,20.0,20.0,153.0,D,1.5490000000000002,28.04866714650864,Hypertension Stage 2,0.27844827586206894
38,F,169.7,69.1,33.4,86.0,134.0,25.9,18.5,30.0,139.0,C,1.6969999999999998,23.994646867205432,Hypertension Stage 1,0.28218390804597704
47,F,159.1,57.0,24.0,76.0,116.0,30.2,26.7,26.0,158.0,B,1.591,22.51824273954571,Normal,0.3646551724137931
27,M,176.4,85.5,32.9,88.0,148.0,41.2,7.9,36.0,200.0,D,1.764,27.476977185431995,Hypertension Stage 1,0.5201149425287356
63,M,169.0,49.7,21.6,87.0,154.0,20.4,14.2,22.0,125.0,C,1.69,17.401351493295056,Hypertension Stage 1,0.2370689655172414
27,M,180.3,92.4,16.2,77.0,132.0,53.0,11.4,50.0,242.0,B,1.8030000000000002,28.423693917421783,Hypertension Stage 1,0.7629310344827587
45,M,174.9,81.1,25.7,86.0,133.0,51.3,8.5,41.0,215.0,D,1.749,26.511923337063305,Hypertension Stage 1,0.6272988505747127
34,M,178.5,89.9,24.3,84.0,129.0,55.2,17.4,43.0,235.0,B,1.785,28.21520765168813,Hypertension Stage 1,0.7057471264367815
50,M,176.3,80.4,19.1,90.0,137.0,44.4,13.3,38.0,198.0,D,1.7630000000000001,25.867319312431206,Hypertension Stage 1,0.5689655172413791
25,F,155.1,48.1,25.3,64.0,100.0,24.0,28.7,28.0,158.0,B,1.551,19.995003327650764,Normal,0.34885057471264364
54,F,158.1,55.2,25.0,74.0,136.0,22.1,3.4,16.0,123.0,D,1.581,22.083877928964327,Hypertension Stage 1,0.20919540229885056
23,M,177.4,75.5,17.3,96.0,139.0,48.8,23.3,69.0,276.0,A,1.774,23.99052326667675,Hypertension Stage 1,0.9
21,M,169.3,59.6,25.9,81.0,144.0,34.0,6.5,31.0,212.0,D,1.693,20.793727272124645,Hypertension Stage 1,0.5396551724137931
26,M,174.2,73.2,18.0,91.0,150.0,39.3,16.9,61.0,218.0,A,1.742,24.122081458819125,Hypertension Stage 2,0.6810344827586207
26,M,182.9,77.32,14.2,80.0,120.0,49.2,18.5,57.0,227.0,A,1.829,23.11343188726911,Hypertension Stage 1,0.7347701149425288
21,M,179.8,70.3,8.4,80.0,120.0,52.3,8.9,45.0,190.0,C,1.798,21.745828079895965,Hypertension Stage 1,0.6195402298850575
23,M,168.1,53.7,17.3,83.0,123.0,33.0,23.3,54.0,211.0,B,1.681,19.00373032255736,Hypertension Stage 1,0.6247126436781608
25,F,164.6,61.8,30.1,94.0,135.0,32.0,19.2,44.0,172.0,A,1.646,22.81018530138234,Hypertension Stage 1,0.44425287356321846
31,M,181.0,80.3,22.7,88.0,120.0,41.2,20.9,44.0,213.0,C,1.81,24.510851317114863,Hypertension Stage 1,0.6097701149425288
21,M,164.6,62.9,12.8,62.0,114.0,45.6,20.7,75.0,230.0,A,1.646,23.216191835872966,Normal,0.7887931034482759
40,M,172.0,67.8,20.7,84.0,132.0,43.6,17.1,42.0,197.0,B,1.72,22.917793401838832,Hypertension Stage 1,0.5706896551724139
62,F,165.3,65.5,34.7,70.0,127.0,30.6,22.2,24.0,147.0,B,1.653,23.971521100977196,Elevated,0.2977011494252873
28,M,168.0,71.0,17.7,93.0,149.0,53.1,24.3,68.0,245.0,A,1.68,25.15589569160998,Hypertension Stage 2,0.8192528735632184
22,F,155.0,51.7,30.9,91.0,131.0,23.8,20.6,30.0,169.0,B,1.55,21.519250780437044,Hypertension Stage 1,0.3695402298850575
34,M,170.6,75.5,16.5,58.0,119.0,53.2,18.6,49.0,232.0,C,1.706,25.941130469799027,Normal,0.7310344827586206
60,M,163.6,69.76,25.4,82.0,117.0,39.2,19.0,29.0,180.0,B,1.636,26.063928360064807,Hypertension Stage 1,0.4583333333333333
43,M,170.2,83.6,29.5,98.0,150.0,43.4,-0.2,36.0,210.0,D,1.702,28.859391246352875,Hypertension Stage 2,0.5649425287356321
22,M,181.3,64.8,10.1,77.0,125.0,43.9,13.2,51.0,256.0,B,1.8130000000000002,19.714210873299987,Elevated,0.7974137931034481
25,M,171.7,87.5,25.8,83.0,134.0,44.7,18.5,58.0,209.0,B,1.7169999999999999,29.68024371041716,Hypertension Stage 1,0.639655172413793
60,F,157.4,63.5,31.7,76.0,117.0,24.1,17.3,16.0,124.0,B,1.574,25.630924376260353,Normal,0.19856321839080462
56,F,155.7,57.9,31.0,84.0,130.0,22.4,15.6,13.0,120.0,C,1.557,23.883685215503856,Hypertension Stage 1,0.1755747126436782
38,F,159.0,52.96,31.2,55.0,99.0,22.5,18.6,19.0,141.0,C,1.59,20.94853842806851,Normal,0.25287356321839083
47,M,164.2,64.7,29.1,87.0,120.0,29.5,15.9,20.0,176.0,D,1.642,23.99705655887402,Hypertension Stage 1,0.38247126436781614
46,F,157.9,50.7,30.3,89.0,149.0,22.8,17.6,42.0,163.0,B,1.579,20.334977645562546,Hypertension Stage 1,0.38563218390804593
31,M,180.5,78.5,26.9,67.0,118.0,49.7,15.0,49.0,168.0,B,1.805,24.09435163941345,Normal,0.507183908045977
39,M,167.0,58.4,17.5,83.0,130.0,43.4,12.6,35.0,222.0,C,1.67,20.94015561690989,Hypertension Stage 1,0.6310344827586206
22,M,180.4,76.4,11.7,62.0,113.0,44.3,13.3,42.0,243.0,C,1.804,23.475794120972857,Normal,0.7307471264367816
28,M,184.1,72.98,17.7,83.0,121.0,45.5,15.5,41.0,247.0,C,1.841,21.532590540589585,Hypertension Stage 1,0.7255747126436781
24,F,160.0,62.5,34.3,76.0,119.0,29.0,20.6,37.0,145.0,B,1.6,24.414062499999996,Normal,0.3258620689655172
28,F,164.0,56.3,25.1,73.0,123.0,28.3,23.7,41.0,139.0,A,1.64,20.93248066627008,Elevated,0.3445402298850575
33,M,180.4,69.72,17.6,77.0,133.0,45.2,20.1,43.0,230.0,C,1.804,21.423198509348527,Hypertension Stage 1,0.6818965517241378
26,M,170.0,55.7,10.8,65.0,111.0,43.0,18.7,53.0,226.0,B,1.7,19.273356401384085,Normal,0.7123563218390804
35,F,163.3,54.9,22.0,72.0,136.0,29.3,23.5,32.0,165.0,A,1.633,20.587327581131508,Hypertension Stage 1,0.4051724137931034
48,M,172.0,76.4,25.9,93.0,148.0,40.5,12.6,31.0,193.0,D,1.72,25.824770146024882,Hypertension Stage 2,0.503735632183908
61,M,167.4,80.8,29.1,58.0,137.0,43.8,16.8,28.0,179.0,B,1.6740000000000002,28.83370517393718,Hypertension Stage 1,0.4551724137931035
51,M,160.9,73.44,29.2,88.0,131.0,41.3,14.3,47.0,172.0,D,1.609,28.367468415890883,Hypertension Stage 1,0.48218390804597705
25,M,164.4,63.4,22.5,88.0,154.0,34.6,6.0,56.0,212.0,C,1.6440000000000001,23.457711001000465,Hypertension Stage 1,0.6229885057471265
22,F,162.0,53.8,29.0,80.0,120.0,27.0,10.8,25.0,140.0,C,1.62,20.499923792104855,Hypertension Stage 1,0.2864942528735632
54,M,168.2,73.4,29.6,85.0,155.0,35.3,8.2,33.0,174.0,D,1.682,25.944426614033183,Hypertension Stage 1,0.4293103448275863
28,F,168.1,71.3,31.8,83.0,130.0,25.9,18.1,43.0,175.0,C,1.681,25.232141005555672,Hypertension Stage 1,0.42758620689655175
54,M,164.0,66.7,21.9,68.0,146.0,41.3,20.9,40.0,210.0,A,1.64,24.7992266508031,Hypertension Stage 2,0.5922413793103449
56,F,163.6,54.2,25.1,62.0,106.0,18.3,15.1,7.0,112.0,D,1.636,20.250357183421908,Normal,0.1405172413793104
27,M,171.0,67.6,20.4,81.0,147.0,40.4,17.5,46.0,240.0,B,1.71,23.11822441092986,Hypertension Stage 1,0.6974137931034482
26,M,166.0,83.6,29.2,87.0,143.0,47.9,20.4,53.0,211.0,B,1.66,30.338220351284658,Hypertension Stage 1,0.6304597701149425
63,M,167.5,74.8,31.4,81.0,156.0,33.6,8.1,24.0,115.0,D,1.675,26.660726219648026,Hypertension Stage 1,0.22385057471264366
28,M,171.5,71.8,23.4,74.0,126.0,42.1,10.0,49.0,196.0,C,1.715,24.411597208646054,Elevated,0.5758620689655174
61,F,161.1,64.4,32.6,69.0,125.0,25.2,20.1,26.0,148.0,A,1.611,24.813886220625506,Elevated,0.2968390804597701
25,F,157.9,42.6,23.7,70.0,118.0,17.4,13.5,28.0,131.0,C,1.579,17.086194234733025,Normal,0.256896551724138
35,M,181.5,76.7,22.4,99.0,160.0,46.8,7.4,54.0,192.0,C,1.815,23.283169789555966,Hypertension Stage 2,0.5951149425287356
59,F,161.3,51.4,31.1,69.0,117.0,21.2,4.2,10.0,100.0,D,1.6130000000000002,19.75578923417105,Normal,0.10574712643678161
23,F,155.6,52.5,25.7,67.0,125.0,29.7,18.8,49.0,172.0,B,1.556,21.684035923632543,Elevated,0.46465517241379306
58,F,153.9,53.8,32.9,74.0,124.0,21.7,28.0,33.0,150.0,A,1.5390000000000001,22.71459699956217,Elevated,0.31178160919540227
37,M,180.8,73.3,14.1,91.0,117.0,45.6,-0.4,47.0,230.0,D,1.808,22.423692145038764,Hypertension Stage 2,0.7045977011494252
22,M,178.7,74.8,12.3,79.0,158.0,54.5,17.4,59.0,233.0,B,1.787,23.423537962571817,Hypertension Stage 2,0.7784482758620689
38,M,185.0,87.6,18.8,50.0,106.0,59.0,20.0,50.0,215.0,A,1.85,25.59532505478451,Normal,0.6951149425287355
42,M,158.7,54.7,23.0,93.0,145.0,35.0,16.1,45.0,208.0,A,1.587,21.71868231523536,Hypertension Stage 2,0.5795977011494252
25,F,155.8,47.8,22.1,63.0,101.0,21.4,23.2,56.0,192.0,A,1.558,19.692143411536133,Normal,0.5287356321839081
55,M,171.8,65.0,17.5,72.0,116.0,36.7,27.8,23.0,203.0,C,1.7180000000000002,22.02252124665088,Normal,0.5227011494252873
34,M,173.0,63.6,17.9,80.0,144.0,40.3,17.8,53.0,217.0,B,1.73,21.250292358581977,Hypertension Stage 1,0.6583333333333334
63,M,181.9,71.8,17.5,74.0,139.0,39.6,5.4,23.0,172.0,C,1.819,21.699965636683945,Hypertension Stage 1,0.4419540229885058
26,M,173.2,78.8,22.1,74.0,146.0,43.5,15.1,55.0,215.0,B,1.732,26.268207734853778,Hypertension Stage 2,0.6554597701149424
34,M,177.4,91.0,28.0,82.0,140.0,43.8,1.2,56.0,202.0,D,1.774,28.915730030034226,Hypertension Stage 1,0.6048850574712644
57,M,169.6,72.2,21.9,94.0,150.0,45.4,19.2,53.0,215.0,A,1.696,25.100680847276614,Hypertension Stage 2,0.6557471264367816
64,M,168.0,73.0,20.5,84.0,127.0,41.8,12.6,27.0,190.0,B,1.68,25.86451247165533,Hypertension Stage 1,0.5028735632183908
48,F,151.8,54.6,32.5,92.0,148.0,26.0,10.4,18.0,135.0,D,1.518,23.694584615705082,Hypertension Stage 2,0.23908045977011494
62,F,150.0,50.5,32.8,64.0,112.0,22.9,16.5,14.0,125.0,B,1.5,22.444444444444443,Normal,0.189080459770115
53,M,179.4,80.68,20.6,86.0,141.0,35.0,14.0,33.0,178.0,B,1.794,25.068076544010818,Hypertension Stage 1,0.4658045977011495
28,F,162.0,54.0,32.3,82.0,121.0,23.7,25.0,52.0,182.0,A,1.62,20.576131687242793,Hypertension Stage 1,0.46580459770114935
38,M,183.2,94.42,21.2,89.0,150.0,52.3,20.2,51.0,235.0,B,1.8319999999999999,28.132806391945238,Hypertension Stage 1,0.7293103448275863
51,F,150.1,42.3,22.4,75.0,104.0,16.4,15.8,12.0,120.0,D,1.501,18.77495837773707,Normal,0.18017241379310345
26,M,173.5,73.1,19.7,72.0,134.0,37.1,2.5,65.0,238.0,D,1.735,24.283899044091385,Hypertension Stage 1,0.738793103448276
24,M,171.3,85.5,37.2,92.0,152.0,25.7,3.3,29.0,196.0,D,1.713,29.137439769844896,Hypertension Stage 2,0.4316091954022988
29,F,150.5,52.3,26.1,68.0,105.0,24.0,26.0,30.0,157.0,B,1.505,23.09025286696615,Normal,0.3494252873563219
37,M,174.5,79.0,20.8,80.0,129.0,51.9,22.0,55.0,234.0,A,1.745,25.943957767177608,Hypertension Stage 1,0.7379310344827585
23,M,172.6,63.1,15.5,79.0,136.0,40.6,-1.0,41.0,234.0,D,1.726,21.181064195743915,Hypertension Stage 1,0.6804597701149425
33,M,169.6,75.5,16.4,81.0,142.0,50.0,23.1,59.0,239.0,A,1.696,26.247941883232468,Hypertension Stage 1,0.7709770114942529
38,M,165.5,61.1,16.3,55.0,107.0,45.6,19.4,53.0,254.0,A,1.655,22.30720785681036,Normal,0.7844827586206896
25,M,181.7,81.5,24.7,99.0,150.0,54.2,12.7,55.0,200.0,B,1.817,24.685831150732295,Hypertension Stage 2,0.635632183908046
47,M,169.9,75.1,22.2,89.0,129.0,46.6,16.8,31.0,214.0,C,1.699,26.016758117938707,Hypertension Stage 1,0.5922413793103449
59,M,160.4,64.0,24.4,93.0,154.0,33.7,15.1,21.0,217.0,D,1.604,24.875467192368202,Hypertension Stage 2,0.5287356321839081
39,M,176.5,72.5,13.1,58.0,123.0,44.3,14.3,51.0,220.0,B,1.765,23.272797309985638,Elevated,0.6864942528735631
43,M,177.2,76.3,12.2,94.0,139.0,37.7,9.7,41.0,198.0,B,1.7719999999999998,24.299486876366252,Hypertension Stage 1,0.5781609195402299
59,M,178.1,76.3,20.7,77.0,129.0,39.7,13.8,40.0,192.0,C,1.781,24.054520216358274,Elevated,0.5393678160919539
38,M,168.9,75.7,14.4,83.0,140.0,53.1,21.3,64.0,251.0,A,1.689,26.536068546485968,Hypertension Stage 1,0.8344827586206898
37,F,169.4,58.1,22.4,72.0,109.0,27.9,30.4,35.0,196.0,A,1.694,20.246470284036025,Normal,0.4977011494252873
57,M,170.9,63.68,13.5,83.0,140.0,39.6,18.4,41.0,198.0,A,1.709,21.80313426902835,Hypertension Stage 1,0.5798850574712644
30,M,184.0,81.6,21.6,80.0,143.0,26.6,12.2,37.0,213.0,D,1.84,24.102079395085063,Hypertension Stage 1,0.5508620689655174
44,F,165.5,56.5,18.59,78.0,131.0,26.8,22.7,39.0,169.0,A,1.655,20.62777813272971,Hypertension Stage 1,0.439396551724138
31,M,163.6,68.8,12.0,71.0,129.0,52.9,22.5,71.0,262.0,A,1.636,25.7052504468529,Elevated,0.8925287356321838
45,M,166.2,62.9,18.8,84.0,134.0,34.6,10.4,35.0,225.0,C,1.662,22.771340982186945,Hypertension Stage 1,0.610632183908046
37,M,171.1,72.0,24.4,88.0,143.0,49.7,20.6,47.0,220.0,A,1.7109999999999999,24.594187368766956,Hypertension Stage 1,0.6580459770114943
62,F,159.8,57.9,27.7,71.0,153.0,25.4,21.5,43.0,147.0,A,1.598,22.673836663789682,Hypertension Stage 2,0.3574712643678161
63,M,164.0,65.0,23.5,85.0,144.0,27.8,-3.2,23.0,178.0,D,1.64,24.167162403331353,Hypertension Stage 1,0.40804597701149425
39,M,168.7,75.2,25.3,92.0,149.0,47.1,12.5,50.0,229.0,D,1.6869999999999998,26.423337710284272,Hypertension Stage 2,0.6824712643678161
44,M,178.6,91.2,30.5,95.0,157.0,53.8,12.4,48.0,208.0,B,1.786,28.59117009363608,Hypertension Stage 2,0.6206896551724138
21,F,158.7,60.7,29.7,78.0,117.0,28.7,21.8,40.0,174.0,A,1.587,24.100987505206334,Normal,0.4301724137931034
61,F,159.0,61.3,27.6,92.0,149.0,29.3,16.3,28.0,142.0,B,1.59,24.24745856572129,Hypertension Stage 2,0.31149425287356325
61,F,158.5,60.5,34.3,84.0,122.0,25.7,21.0,30.0,150.0,B,1.585,24.082237856879857,Hypertension Stage 1,0.3106321839080459
23,M,175.3,80.7,31.3,81.0,118.0,32.7,12.0,19.0,194.0,D,1.7530000000000001,26.260905841798703,Hypertension Stage 1,0.43419540229885045
34,M,170.8,80.2,33.2,91.0,124.0,33.7,7.8,38.0,185.0,D,1.7080000000000002,27.49151259536332,Hypertension Stage 2,0.4603448275862069
57,F,157.3,52.5,28.8,87.0,142.0,21.6,23.4,22.0,148.0,A,1.5730000000000002,21.217873613411957,Hypertension Stage 1,0.285919540229885
